,ADMISSION DATA 2020,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
964,Welfare,Applied Social Studies - Professional Social Care,PC404,217,,197,,175,,269,7,"Carlow College, St. Patrick`s",,,,,,,,,,,
965,Social and behavioural sciences,"Social, Political and Community Studies",PC405,253,,216,,216,,311,8,"Carlow College, St. Patrick`s",,avp,,,,,,,,,
966,Humanities (except languages),Arts and Humanities (fulfils Teaching Council requirements),PC410,252,,209,,209,,300,8,"Carlow College, St. Patrick`s",,avp,,,,,,,,,
967,Humanities (except languages),English and History (fulfils Teaching Council requirements),PC411,255,,209,,209,,310,8,"Carlow College, St. Patrick`s",,avp,,,,,,,,,
968,Health,Medicine - Undergraduate Entry (HPAT required),RC001,733,,,,733,,738,8,RCSI University of Medicine & Health Sciences,#,,,,,,,,,,
969,Health,Physiotherapy,RC004,566,,,,566,,567,8,RCSI University of Medicine & Health Sciences,,,,,,,,,,,
970,Health,Pharmacy,RC005,579,,,,578,*,589,8,RCSI University of Medicine & Health Sciences,,,,,,,,,,,
971,Health,Medicine - Graduate Entry (GAMSAT required),RC101,,,,,61,,63,8,RCSI University of Medicine & Health Sciences,#,,,,,,,,,,
972,Business and administration,Business,SG101,160,,160,,160,,336,6,"Institute of Technology, Sligo",,avp,,,,,,,,,
973,Information and Communication Technologies (ICTs),Computing (Level 6 - General Entry),SG102,254,,,,254,,321,6,"Institute of Technology, Sligo",,,,,,,,,,,
974,Information and Communication Technologies (ICTs),Computing - Games Development,SG131,280,,,,280,,378,7,"Institute of Technology, Sligo",,,,,,,,,,,
975,Personal services,Applied Sport with Business,SG134,215,,,,215,,337,7,"Institute of Technology, Sligo",,,,,,,,,,,
976,Personal services,Business in Tourism with Event Management,SG135,187,,,,187,,338,7,"Institute of Technology, Sligo",,,,,,,,,,,
977,Information and Communication Technologies (ICTs),Computing - Software Development,SG136,272,,,,272,,328,7,"Institute of Technology, Sligo",,,,,,,,,,,
978,Information and Communication Technologies (ICTs),Computing (Computer Networks and Cloud Infrastructure),SG137,324,,,,326,,367,7,"Institute of Technology, Sligo",,,,,,,,,,,
979,Information and Communication Technologies (ICTs),Computing (Level 7 - General Entry),SG138,260,,,,260,,351,7,"Institute of Technology, Sligo",,,,,,,,,,,
980,Business and administration,Business,SG141,261,,,,261,,347,8,"Institute of Technology, Sligo",,,,,,,,,,,
981,Business and administration,Business in International Marketing and Languages (French),SG142,279,,,,279,,386,8,"Institute of Technology, Sligo",,,,,,,,,,,
982,Business and administration,Business in International Marketing and Languages (Spanish),SG144,270,,,,270,,347,8,"Institute of Technology, Sligo",,,,,,,,,,,
983,Business and administration,Accounting,SG146,309,,,,309,,411,8,"Institute of Technology, Sligo",,,,,,,,,,,
984,Personal services,Sport with Business,SG147,307,,,,307,,367,8,"Institute of Technology, Sligo",,,,,,,,,,,
985,Personal services,Tourism with Event Management,SG148,269,,,,269,,340,8,"Institute of Technology, Sligo",,,,,,,,,,,
986,Arts,Fine Art,SG231,449,,449,,449,,556,7,"Institute of Technology, Sligo",#,avp,,,,,,,,,
987,Arts,Creative Design,SG232,273,,,,276,,353,7,"Institute of Technology, Sligo",,,,,,,,,,,
988,Arts,Performing Arts (Theatre Design),SG235,319,,,,319,,398,7,"Institute of Technology, Sligo",,,,,,,,,,,
989,Arts,Performing Arts (Acting),SG236,235,,,,235,,400,7,"Institute of Technology, Sligo",,,,,,,,,,,
990,Arts,Performing Arts,SG241,328,,,,328,,387,8,"Institute of Technology, Sligo",,,,,,,,,,,
991,Welfare,Early Childhood Care and Education,SG242,279,,,,279,,319,8,"Institute of Technology, Sligo",,,,,,,,,,,
992,Welfare,Social Care Practice,SG243,301,,,,301,,346,8,"Institute of Technology, Sligo",,,,,,,,,,,
993,Arts,Fine Art,SG244,505,,,,505,,505,8,"Institute of Technology, Sligo",#,,,,,,,,,,
994,Arts,Creative Design,SG245,282,,,,282,,339,8,"Institute of Technology, Sligo",,,,,,,,,,,
995,Information and Communication Technologies (ICTs),Computing,SG246,290,,,,290,,333,8,"Institute of Technology, Sligo",,,,,,,,,,,
996,Social and behavioural sciences,English and Psychology,SG247,309,,,,309,,382,8,"Institute of Technology, Sligo",,,,,,,,,,,
997,Social and behavioural sciences,Sociology and Politics,SG248,281,,,,281,,327,8,"Institute of Technology, Sligo",,,,,,,,,,,
998,Languages,Writing and Literature,SG249,297,,,,297,,368,8,"Institute of Technology, Sligo",,,,,,,,,,,
999,Information and Communication Technologies (ICTs),Application Design and User Experience,SG250,412,,,,412,,412,8,"Institute of Technology, Sligo",,,,,,,,,,,
1000,Information and Communication Technologies (ICTs),Computing (Smart Technologies),SG251,327,,,,342,,367,8,"Institute of Technology, Sligo",,,,,,,,,,,
1001,Information and Communication Technologies (ICTs),Software Development,SG252,307,,,,307,,319,8,"Institute of Technology, Sligo",,,,,,,,,,,
1002,Information and Communication Technologies (ICTs),Computer Networks and Cloud Infrastructure,SG253,324,,,,378,,378,8,"Institute of Technology, Sligo",,,,,,,,,,,
1003,Languages,Writing and Literature Online,SG254,225,,225,,225,,328,8,"Institute of Technology, Sligo",,avp,,,,,,,,,
1004,Engineering and engineering trades,Engineering (General Entry),SG300,209,,,,209,,296,6,"Institute of Technology, Sligo",,,,,,,,,,,
1005,Architecture and construction,Construction Economics,SG302,184,,,,184,,256,6,"Institute of Technology, Sligo",,,,,,,,,,,
1006,Architecture and construction,Applied Construction Technology,SG308,171,,,,171,,354,6,"Institute of Technology, Sligo",,,,,,,,,,,
1007,Engineering and engineering trades,Engineering (General Entry),SG330,243,,,,243,,399,7,"Institute of Technology, Sligo",,,,,,,,,,,
1008,Architecture and construction,Interior Architecture and Design,SG331,236,,,,236,,378,7,"Institute of Technology, Sligo",,,,,,,,,,,
1009,Architecture and construction,Advanced Wood and Sustainable Building Technology,SG332,208,,,,208,,338,7,"Institute of Technology, Sligo",,,,,,,,,,,
1010,Engineering and engineering trades,Mechanical Engineering,SG333,216,,,,216,,347,7,"Institute of Technology, Sligo",,,,,,,,,,,
1011,Engineering and engineering trades,Mechatronic Engineering,SG334,290,,,,290,,361,7,"Institute of Technology, Sligo",,,,,,,,,,,
1012,Engineering and engineering trades,Precision Engineering and Design,SG336,309,,,,309,,451,7,"Institute of Technology, Sligo",,,,,,,,,,,
1013,Architecture and construction,Civil Engineering,SG338,245,,,,245,,443,7,"Institute of Technology, Sligo",,,,,,,,,,,
1014,Architecture and construction,Quantity Surveying,SG339,195,,,,195,,337,7,"Institute of Technology, Sligo",,,,,,,,,,,
1015,Architecture and construction,Civil Engineering,SG342,415,,,,415,,480,8,"Institute of Technology, Sligo",,,,,,,,,,,
1016,Architecture and construction,Quantity Surveying,SG343,311,,,,311,,367,8,"Institute of Technology, Sligo",,,,,,,,,,,
1017,Architecture and construction,Construction Project Management and Applied Technology,SG346,291,,,,291,,337,8,"Institute of Technology, Sligo",,,,,,,,,,,
1018,Architecture and construction,Architecture,SG347,360,,,,360,,411,8,"Institute of Technology, Sligo",,,,,,,,,,,
1019,Architecture and construction,Interior Architecture and Design,SG348,316,,,,331,,368,8,"Institute of Technology, Sligo",,,,,,,,,,,
1020,Biological and related sciences,Science,SG401,209,,209,,209,,288,6,"Institute of Technology, Sligo",,avp,,,,,,,,,
1021,Environment,Environmental Science with Ecology (Level 6),SG404,264,,264,,358,,377,6,"Institute of Technology, Sligo",,avp,v,,,,,,,,
1022,Health,Health and Exercise Science,SG406,367,,,,367,,429,6,"Institute of Technology, Sligo",,,,,,,,,,,
1023,Physical sciences,Pharmaceutical Science with Drug Development,SG431,269,,,,269,,387,7,"Institute of Technology, Sligo",,,,,,,,,,,
1024,Hygiene and occupational health services,Occupational Safety and Health,SG433,223,,,,223,,360,7,"Institute of Technology, Sligo",,,,,,,,,,,
1025,Health,Human Nutrition,SG434,280,,,,280,,420,7,"Institute of Technology, Sligo",,,,,,,,,,,
1026,Health,Health Science and Physiology,SG435,289,,,,289,,409,7,"Institute of Technology, Sligo",,,,,,,,,,,
1027,Health,Biomedical Science,SG436,262,,,,262,,465,7,"Institute of Technology, Sligo",,,,,,,,,,,
1028,Biological and related sciences,Forensic Investigation and Analysis,SG437,243,,,,243,,367,7,"Institute of Technology, Sligo",,,,,,,,,,,
1029,Environment,Environmental Science with Ecology (Level 7),SG439,254,,,,254,,409,7,"Institute of Technology, Sligo",,,,,,,,,,,
1030,Hygiene and occupational health services,Occupational Safety and Health,SG442,290,,,,290,,367,8,"Institute of Technology, Sligo",,,,,,,,,,,
1031,Health,Human Nutrition,SG443,356,,,,356,,397,8,"Institute of Technology, Sligo",,,,,,,,,,,
1032,Biological and related sciences,Science Undenominated,SG444,338,,,,338,,420,8,"Institute of Technology, Sligo",,,,,,,,,,,
1033,Physical sciences,Pharmaceutical Science with Drug Development,SG445,311,,,,311,,367,8,"Institute of Technology, Sligo",,,,,,,,,,,
1034,Health,Health Science and Physical Activity,SG447,328,,,,328,,387,8,"Institute of Technology, Sligo",,,,,,,,,,,
1035,Biological and related sciences,Forensic Investigation and Analysis,SG448,306,,,,307,,368,8,"Institute of Technology, Sligo",,,,,,,,,,,
1036,Health,Medical Biotechnology,SG449,341,,,,341,,395,8,"Institute of Technology, Sligo",,,,,,,,,,,
1037,Environment,Environmental Science with Ecology (Level 8),SG450,300,,,,304,,368,8,"Institute of Technology, Sligo",,,,,,,,,,,
1038,Health,Health and Medical Information Science (Online),SG530,285,,285,,285,,285,7,"Institute of Technology, Sligo",,avp,,,,,,,,,
1039,Business and administration,Business Administration,SG535,228,,,,228,,316,7,"Institute of Technology, Sligo",,,,,,,,,,,
1040,Business and administration,Business,SG536,223,,,,223,,379,7,"Institute of Technology, Sligo",,,,,,,,,,,
1041,Business and administration,Marketing and Sales,SG537,234,,,,234,,389,7,"Institute of Technology, Sligo",,,,,,,,,,,
1042,Personal services,Culinary Arts,TL620,189,,189,,189,,308,6,"Institute of Technology, Tralee",,avp,,,,,,,,,
1043,Environment,Science (Biological and Environmental Studies),TL651,223,,223,,233,,434,6,"Institute of Technology, Tralee",,avp,v,,,,,,,,
1044,Health,Pharmacy Technician,TL652,260,,,,260,,348,6,"Institute of Technology, Tralee",,,,,,,,,,,
1045,Arts,"Animation, Visual Effects and Motion Design (Level 7)",TL701,228,,,,228,,443,7,"Institute of Technology, Tralee",,,,,,,,,,,
1046,Arts,"TV, Radio and New Media (Level 7)",TL702,243,,,,243,,462,7,"Institute of Technology, Tralee",,,,,,,,,,,
1047,Information and Communication Technologies (ICTs),Computing with Software Development,TL710,232,,,,232,,319,7,"Institute of Technology, Tralee",,,,,,,,,,,
1048,Information and Communication Technologies (ICTs),Computing with Games Development,TL711,224,,,,224,,301,7,"Institute of Technology, Tralee",,,,,,,,,,,
1049,Information and Communication Technologies (ICTs),Computing (Degree Award options),TL715,251,,,,251,,368,7,"Institute of Technology, Tralee",,,,,,,,,,,
1050,Information and Communication Technologies (ICTs),Computer Systems and Networking,TL716,269,,,,269,,338,7,"Institute of Technology, Tralee",,,,,,,,,,,
1051,Business and administration,Business (Major Specialism in: Acctng or Mktg or Mgmnt),TL731,219,,,,219,,399,7,"Institute of Technology, Tralee",,,,,,,,,,,
1052,Agriculture,Agricultural Mechanisation,TL743,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,
1053,Agriculture,Agricultural Engineering,TL744,243,,,,243,,359,7,"Institute of Technology, Tralee",,,,,,,,,,,
1054,Architecture and construction,Civil and Environmental Engineering,TL745,261,,261,,145,,355,7,"Institute of Technology, Tralee",,avp,,,,,,,,,
1055,Engineering and engineering trades,Engineering in Mechanical and Manufacturing Engineering,TL747,200,,,,200,,368,7,"Institute of Technology, Tralee",,,,,,,,,,,
1056,Biological and related sciences,Agricultural Science,TL748,249,,,,249,,398,7,"Institute of Technology, Tralee",,,,,,,,,,,
1057,Health,Pharmaceutical Science (Degree Award options),TL755,261,,,,261,,433,7,"Institute of Technology, Tralee",,,,,,,,,,,
1058,Veterinary,Animal Bioscience,TL758,251,,,,261,,380,7,"Institute of Technology, Tralee",,,,,,,,,,,
1059,Personal services,Health and Leisure (Degree Award Options),TL771,208,,,,208,,370,7,"Institute of Technology, Tralee",,,,,,,,,,,
1060,Personal services,Health and Leisure with Massage,TL772,218,,,,218,,378,7,"Institute of Technology, Tralee",,,,,,,,,,,
1061,Personal services,Coaching and Sports Performance,TL773,106,,106,,106,,297,7,"Institute of Technology, Tralee",,avp,,,,,,,,,
1062,Welfare,Early Childhood Care and Education,TL780,234,,,,234,,354,7,"Institute of Technology, Tralee",,,,,,,,,,,
1063,Welfare,Social Care,TL781,225,,,,225,,318,7,"Institute of Technology, Tralee",,,,,,,,,,,
1064,Arts,"Animation, Visual Effects and Motion Design (Level 8)",TL801,281,,,,281,,349,8,"Institute of Technology, Tralee",,,,,,,,,,,
1065,Arts,"TV, Radio and New Media (Level 8)",TL802,325,,,,325,,397,8,"Institute of Technology, Tralee",,,,,,,,,,,
1066,Information and Communication Technologies (ICTs),Computing with Software Development,TL810,310,,,,310,,389,8,"Institute of Technology, Tralee",,,,,,,,,,,
1067,Information and Communication Technologies (ICTs),Computing with Games Development,TL811,358,,,,358,,,8,"Institute of Technology, Tralee",,,,,,,,,,,
1068,Information and Communication Technologies (ICTs),Computing (Degree Award options),TL815,308,,,,308,,360,8,"Institute of Technology, Tralee",,,,,,,,,,,
1069,Personal services,Event Management (3 year programme),TL823,299,,,,299,,369,8,"Institute of Technology, Tralee",,,,,,,,,,,
1070,Business and administration,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),TL831,306,,,,306,,381,8,"Institute of Technology, Tralee",,,,,,,,,,,
1071,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Engineering,TL844,300,,,,300,,373,8,"Institute of Technology, Tralee",,,,,,,,,,,
1072,Architecture and construction,Civil Engineering,TL845,325,,,,325,,413,8,"Institute of Technology, Tralee",,,,,,,,,,,
1073,Manufacturing and processing,Manufacturing Engineering,TL847,302,,,,302,,368,8,"Institute of Technology, Tralee",,,,,,,,,,,
1074,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Science,TL848,308,,,,308,,380,8,"Institute of Technology, Tralee",,,,,,,,,,,
1075,Environment,Wildlife Biology (Degree Award options),TL851,309,,,,309,,383,8,"Institute of Technology, Tralee",,,,,,,,,,,
1076,Health,Pharmaceutical Science (Degree Award options),TL855,317,,,,317,,369,8,"Institute of Technology, Tralee",,,,,,,,,,,
1077,Veterinary,Veterinary Bioscience,TL858,308,,,,308,,393,8,"Institute of Technology, Tralee",,,,,,,,,,,
1078,Personal services,Health and Leisure (Degree Award options),TL871,300,,,,300,,379,8,"Institute of Technology, Tralee",,,,,,,,,,,
1079,Personal services,Health and Leisure with Massage,TL872,309,,,,309,,408,8,"Institute of Technology, Tralee",,,,,,,,,,,
1080,Personal services,Coaching and Sports Performance,TL873,289,,,,289,,329,8,"Institute of Technology, Tralee",,,,,,,,,,,
1081,Welfare,Early Childhood Care and Education,TL880,307,,,,307,,349,8,"Institute of Technology, Tralee",,,,,,,,,,,
1082,Welfare,Social Care,TL881,308,,,,309,,362,8,"Institute of Technology, Tralee",,,,,,,,,,,
1083,Welfare,Counselling with Addiction - Mature applicants only,TL889,,,,,,,,8,"Institute of Technology, Tralee",#,,,,,,,,,,
1084,Health,General Nursing and Mature Applicants,TL890,440,*,414,,414,,441,8,"Institute of Technology, Tralee",,,,,,,,,,,
1085,Health,Mental Health Nursing and Mature Applicants,TL891,389,,378,,378,,399,8,"Institute of Technology, Tralee",,,,,,,,,,,
1086,Arts,Music,TR002,435,,429,,382,,468,8,Trinity College Dublin,,,,,,,,,,,
1087,Humanities (except languages),History,TR003,497,,493,,456,,511,8,Trinity College Dublin,,,,,,,,,,,
1088,Law,Law,TR004,566,,565,*,565,*,578,8,Trinity College Dublin,,,,,,,,,,,
1089,Humanities (except languages),Philosophy,TR005,442,,,,442,,476,8,Trinity College Dublin,,,,,,,,,,,
1090,Social and behavioural sciences,Psychology,TR006,567,,555,*,555,*,578,8,Trinity College Dublin,,,,,,,,,,,
1091,Health,Clinical Speech and Language Studies,TR007,529,,,,529,,553,8,Trinity College Dublin,,,,,,,,,,,
